1.20      0.66637   
1.25      0.66625   
1.30      0.66609   
1.35      0.66585  
1.40      0.66551    
1.45      0.66496    
1.50      0.66408    
1.55      0.66264  
1.60      0.65974   
1.61      0.65898  
1.62      0.65801 
1.63      0.65683       
1.64      0.65554      
1.65      0.65400     
1.66      0.65226    
1.68      0.64777   
1.69      0.64525  
1.70      0.64281   
1.71      0.63885       
1.72      0.63378   
1.73      0.62886     
1.74      0.62482    
1.75      0.61821   
1.76      0.61133   
1.77      0.60376       
1.78      0.59410   
1.79      0.58408   
1.80      0.57528       
1.81      0.56346       
1.82      0.55180   
1.83      0.54076       
1.84      0.52640   
1.85      0.51300       
1.86      0.49842      
1.87      0.47854     
1.88      0.46616    
1.89      0.44839   
1.90      0.43587  
1.91      0.41625 
1.95      0.35579   
2.00      0.28226  
2.05      0.22733 
2.10      0.18087   
2.15      0.14707  
2.20      0.12108 
2.25      0.10522       
2.30      0.09028   
2.35      0.07740   
2.40      0.06798   
2.45      0.06109   
2.50      0.05200  
2.55      0.05095 
2.60      0.04618
2.65      0.04246       
2.70      0.03967   
2.75      0.03538       
2.80      0.03060      
2.85      0.03064   
2.90      0.02868   
2.95      0.02481     
3.00      0.02620   
