1.30   0.68765   
1.35   0.79653   
1.40   0.91064   
1.50   1.25524   
1.55   1.46415   
1.60   1.73135   
1.61   1.79778   
1.62   1.86086   
1.63   1.93584   
1.64   2.00704   
1.65   2.08015   
1.66   2.17362   
1.67   2.25589   
1.68   2.36472   
1.69   2.48041   
1.70   2.59382   
1.71   2.68172   
1.72   2.80700   
1.73   2.92246   
1.74   3.03982   
1.75   3.14128   
1.76   3.22002   
1.77   3.28872   
1.78   3.31841   
1.79   3.31937   
1.80   3.29961   
1.81   3.24605   
1.82   3.16718   
1.83   3.07496   
1.84   2.96459   
1.85   2.83965   
1.86   2.71746   
1.87   2.58641   
1.88   2.46464   
1.89   2.35441   
1.90   2.24081   
1.91   2.13356   
1.95   1.79580   
2.00  1.50583   
2.05   1.31666   
2.10   1.17780   
2.15   1.06364   
2.20  0.96897   
2.25   0.89051   
2.30   0.82599   
2.35   0.76601   
2.40  0.71188   
2.50  0.62446   
2.60  0.55062   
2.70  0.49143   
2.80  0.44239   
2.90  0.39940   
3.00  0.36329   
