0.10,1.08570983,0.03383738
0.20,2.50824887,0.24292925
0.30,2.8696626,0.31675753
0.35,4.51876309,0.48200745
0.40,4.15567486,0.43727274
0.45,5.03802627,0.52008733
0.50,143.36412518,0.00268575
0.55,143.39307077,0.00097391
0.60,143.43007231,0.00036605
